Product,productId
XA2_Black,853815381
XA2_Silver,521651672
XA2_Pink,938652213
XA2_Blue,682740431
XA2_Ultra_Black,593584510
XA2_Ultra_Gold,969374751
XA2_Ultra_Silver,882464912
XA2_Ultra_Blue,917003142
L2_Black,110287173
L2_Pink,374808054
L2_Gold,555430144
XZ2_Beach_B_Black,163580476
XZ2_Beach_B_Silver,212872833
XZ2_Beach_B_Pink,488354194
XZ2_Beach_B_Green,440214230
XZ2_Compact_Beach_B_Silver,370213891
XZ2_Compact_Beach_B_Pink,939833979
XZ2_Compact_Silver,947333385
